"id","Temp_C","Visibility_km","Press_kPa","Weather","Date/Time","Dew Point Temp_C","Rel Hum_%","Wind_Speed_km_h"
3988,13.8,25.0,102.17,Clear,"2012-06-15 03:00:00",9.1,73,13.0
3989,13.0,24.1,102.19,Clear,"2012-06-15 04:00:00",9.0,77,15.0
3990,13.3,48.3,102.27,Clear,"2012-06-15 05:00:00",8.9,75,15.0
3991,15.6,48.3,102.32,Clear,"2012-06-15 06:00:00",8.5,63,17.0
3992,16.8,48.3,102.38,Clear,"2012-06-15 07:00:00",8.8,59,19.0
4008,20.1,25.0,102.06,Clear,"2012-06-15 23:00:00",9.5,50,11.0
4009,17.5,25.0,102.05,Clear,"2012-06-16 00:00:00",9.9,61,9.0
4011,15.3,25.0,102.03,Clear,"2012-06-16 02:00:00",10.3,72,13.0
4030,20.8,25.0,101.6,Clear,"2012-06-16 21:00:00",12.3,58,0.0
4036,18.4,25.0,101.45,Clear,"2012-06-17 03:00:00",13.7,74,13.0
4083,19.1,25.0,101.11,Clear,"2012-06-19 02:00:00",14.3,74,9.0
4084,18.3,25.0,101.12,Clear,"2012-06-19 03:00:00",14.1,76,9.0
4107,24.1,25.0,100.88,Clear,"2012-06-20 02:00:00",18.3,70,24.0
4118,29.7,24.1,100.91,Clear,"2012-06-20 13:00:00",20.0,56,19.0
4119,31.7,24.1,100.83,Clear,"2012-06-20 14:00:00",20.4,51,17.0
4127,28.1,25.0,100.57,Clear,"2012-06-20 22:00:00",20.2,62,24.0
4130,25.9,25.0,100.6,Clear,"2012-06-21 01:00:00",19.6,68,22.0
4139,29.4,24.1,100.47,Clear,"2012-06-21 10:00:00",19.3,55,17.0
4147,31.1,24.1,100.06,Clear,"2012-06-21 18:00:00",18.5,47,22.0
4148,30.3,24.1,100.08,Clear,"2012-06-21 19:00:00",17.3,46,30.0
4152,26.7,25.0,100.09,Clear,"2012-06-21 23:00:00",17.7,58,17.0
4153,25.8,25.0,100.07,Clear,"2012-06-22 00:00:00",18.1,63,9.0
4197,23.5,48.3,100.88,Clear,"2012-06-23 20:00:00",5.4,31,6.0
4198,20.1,25.0,100.95,Clear,"2012-06-23 21:00:00",7.3,43,0.0
4200,18.8,25.0,101.01,Clear,"2012-06-23 23:00:00",8.5,51,0.0
4201,18.3,25.0,101.0,Clear,"2012-06-24 00:00:00",8.4,52,0.0
4202,17.6,25.0,101.02,Clear,"2012-06-24 01:00:00",8.7,56,6.0
4203,14.1,25.0,101.01,Clear,"2012-06-24 02:00:00",8.7,70,4.0
4204,14.9,25.0,101.02,Clear,"2012-06-24 03:00:00",9.1,68,0.0
4205,14.4,48.3,101.04,Clear,"2012-06-24 04:00:00",9.0,70,11.0
4206,14.0,48.3,101.04,Clear,"2012-06-24 05:00:00",9.2,73,6.0
4207,17.8,48.3,101.04,Clear,"2012-06-24 06:00:00",10.5,62,4.0
4208,20.0,48.3,101.03,Clear,"2012-06-24 07:00:00",12.2,61,7.0
4209,22.2,48.3,101.03,Clear,"2012-06-24 08:00:00",10.6,48,7.0
4210,23.2,48.3,101.0,Clear,"2012-06-24 09:00:00",12.7,52,11.0
4211,24.3,48.3,100.97,Clear,"2012-06-24 10:00:00",13.0,49,15.0
4331,25.5,48.3,99.52,Clear,"2012-06-29 10:00:00",18.3,64,26.0
4345,23.1,25.0,99.63,Clear,"2012-06-30 00:00:00",11.9,49,20.0
4346,22.6,25.0,99.68,Clear,"2012-06-30 01:00:00",11.4,49,15.0
4347,22.0,25.0,99.67,Clear,"2012-06-30 02:00:00",11.5,51,17.0
4348,21.2,25.0,99.66,Clear,"2012-06-30 03:00:00",12.3,57,17.0
4349,20.5,48.3,99.7,Clear,"2012-06-30 04:00:00",13.0,62,20.0
4418,16.7,25.0,100.84,Clear,"2012-07-03 01:00:00",10.5,67,4.0
4419,17.2,25.0,100.83,Clear,"2012-07-03 02:00:00",11.1,67,4.0
4420,16.9,25.0,100.83,Clear,"2012-07-03 03:00:00",10.4,66,0.0
4421,14.3,24.1,100.89,Clear,"2012-07-03 04:00:00",10.5,78,6.0
4422,17.6,48.3,100.84,Clear,"2012-07-03 05:00:00",10.8,64,6.0
4423,18.5,48.3,100.98,Clear,"2012-07-03 06:00:00",11.1,62,9.0
4424,20.3,48.3,100.97,Clear,"2012-07-03 07:00:00",10.3,53,6.0
4425,21.5,48.3,100.96,Clear,"2012-07-03 08:00:00",10.9,51,0.0
4463,21.1,25.0,100.31,Clear,"2012-07-04 22:00:00",16.9,77,17.0
4464,19.1,25.0,100.37,Clear,"2012-07-04 23:00:00",15.9,82,11.0
4465,17.9,25.0,100.38,Clear,"2012-07-05 00:00:00",14.8,82,9.0
4485,23.4,48.3,100.69,Clear,"2012-07-05 20:00:00",17.2,68,13.0
4486,23.1,25.0,100.76,Clear,"2012-07-05 21:00:00",17.1,69,9.0
4487,21.9,25.0,100.76,Clear,"2012-07-05 22:00:00",17.6,77,9.0
4488,20.8,25.0,100.74,Clear,"2012-07-05 23:00:00",17.6,82,7.0
4491,19.9,25.0,100.74,Clear,"2012-07-06 02:00:00",16.9,83,4.0
4492,19.1,25.0,100.76,Clear,"2012-07-06 03:00:00",16.1,83,7.0
4493,19.3,25.0,100.75,Clear,"2012-07-06 04:00:00",16.2,82,7.0
4541,16.3,24.1,100.7,Clear,"2012-07-08 04:00:00",12.2,77,7.0
4546,20.6,48.3,100.81,Clear,"2012-07-08 09:00:00",8.5,46,20.0
4547,21.6,48.3,100.82,Clear,"2012-07-08 10:00:00",7.8,41,22.0
4548,22.0,48.3,100.81,Clear,"2012-07-08 11:00:00",7.1,38,19.0
4549,23.0,48.3,100.79,Clear,"2012-07-08 12:00:00",7.8,38,24.0
4557,20.3,48.3,100.74,Clear,"2012-07-08 20:00:00",8.4,46,11.0
4558,19.8,25.0,100.8,Clear,"2012-07-08 21:00:00",8.0,46,9.0
4559,17.9,25.0,100.81,Clear,"2012-07-08 22:00:00",8.1,53,7.0
4560,17.1,25.0,100.85,Clear,"2012-07-08 23:00:00",8.4,57,9.0
4561,16.0,25.0,100.83,Clear,"2012-07-09 00:00:00",8.9,63,13.0
4562,14.4,25.0,100.84,Clear,"2012-07-09 01:00:00",9.0,70,9.0
4563,14.9,25.0,100.86,Clear,"2012-07-09 02:00:00",9.1,68,9.0
4568,17.8,48.3,101.1,Clear,"2012-07-09 07:00:00",8.7,55,11.0
4569,18.2,48.3,101.13,Clear,"2012-07-09 08:00:00",8.1,52,11.0
4570,19.2,48.3,101.13,Clear,"2012-07-09 09:00:00",7.9,48,9.0
4571,19.9,48.3,101.12,Clear,"2012-07-09 10:00:00",7.5,45,17.0
4572,21.4,48.3,101.09,Clear,"2012-07-09 11:00:00",7.9,42,20.0
4573,22.2,48.3,101.07,Clear,"2012-07-09 12:00:00",7.1,38,13.0
4581,19.5,48.3,101.02,Clear,"2012-07-09 20:00:00",7.9,47,7.0
4583,17.6,25.0,101.04,Clear,"2012-07-09 22:00:00",9.0,57,4.0
4585,18.2,25.0,101.04,Clear,"2012-07-10 00:00:00",11.2,64,7.0
4586,18.7,25.0,101.04,Clear,"2012-07-10 01:00:00",9.4,55,13.0
4587,17.0,25.0,101.06,Clear,"2012-07-10 02:00:00",9.8,63,7.0
4588,16.6,25.0,101.06,Clear,"2012-07-10 03:00:00",11.0,69,9.0
4589,16.4,24.1,101.11,Clear,"2012-07-10 04:00:00",12.4,77,11.0
4605,21.5,48.3,101.26,Clear,"2012-07-10 20:00:00",9.5,46,11.0
4607,20.2,25.0,101.37,Clear,"2012-07-10 22:00:00",6.6,41,7.0
4608,17.7,25.0,101.43,Clear,"2012-07-10 23:00:00",7.8,52,9.0
4609,18.5,25.0,101.45,Clear,"2012-07-11 00:00:00",6.5,45,7.0
4610,15.5,25.0,101.5,Clear,"2012-07-11 01:00:00",8.2,62,0.0
4611,14.9,25.0,101.52,Clear,"2012-07-11 02:00:00",8.0,63,4.0
4612,15.1,25.0,101.55,Clear,"2012-07-11 03:00:00",6.0,54,4.0
4613,13.5,24.1,101.6,Clear,"2012-07-11 04:00:00",8.6,72,4.0
4614,13.1,48.3,101.66,Clear,"2012-07-11 05:00:00",8.7,75,4.0
4615,15.4,48.3,101.71,Clear,"2012-07-11 06:00:00",9.9,70,6.0
4616,18.2,48.3,101.73,Clear,"2012-07-11 07:00:00",9.6,57,4.0
4617,20.4,48.3,101.75,Clear,"2012-07-11 08:00:00",8.9,48,4.0
4618,22.5,48.3,101.73,Clear,"2012-07-11 09:00:00",9.5,44,9.0
4632,22.8,25.0,101.5,Clear,"2012-07-11 23:00:00",11.8,50,17.0
4633,21.8,25.0,101.5,Clear,"2012-07-12 00:00:00",12.8,57,11.0
4634,18.5,25.0,101.5,Clear,"2012-07-12 01:00:00",13.3,72,6.0
4635,20.6,25.0,101.49,Clear,"2012-07-12 02:00:00",12.9,61,6.0
4636,20.6,25.0,101.5,Clear,"2012-07-12 03:00:00",12.5,60,11.0
4661,20.8,24.1,101.49,Clear,"2012-07-13 04:00:00",14.6,68,13.0
4672,31.9,48.3,101.46,Clear,"2012-07-13 15:00:00",12.3,30,22.0
4673,31.6,48.3,101.4,Clear,"2012-07-13 16:00:00",11.8,30,22.0
4675,30.9,48.3,101.33,Clear,"2012-07-13 18:00:00",14.5,37,13.0
4679,26.6,25.0,101.37,Clear,"2012-07-13 22:00:00",16.4,54,9.0
4680,26.0,25.0,101.38,Clear,"2012-07-13 23:00:00",16.2,55,7.0
4681,25.2,25.0,101.38,Clear,"2012-07-14 00:00:00",16.6,59,11.0
4682,25.0,25.0,101.37,Clear,"2012-07-14 01:00:00",15.4,55,15.0
4683,24.2,25.0,101.34,Clear,"2012-07-14 02:00:00",15.6,59,11.0
4684,23.3,25.0,101.35,Clear,"2012-07-14 03:00:00",15.3,61,13.0
4685,23.1,24.1,101.4,Clear,"2012-07-14 04:00:00",15.4,62,15.0
4702,28.3,25.0,101.28,Clear,"2012-07-14 21:00:00",18.8,56,9.0
4703,27.8,25.0,101.29,Clear,"2012-07-14 22:00:00",18.3,56,11.0
4704,26.0,25.0,101.31,Clear,"2012-07-14 23:00:00",19.2,66,9.0
4705,25.5,25.0,101.32,Clear,"2012-07-15 00:00:00",18.9,67,7.0
4706,25.2,25.0,101.29,Clear,"2012-07-15 01:00:00",18.7,67,9.0
4708,24.1,25.0,101.26,Clear,"2012-07-15 03:00:00",18.6,71,11.0
4780,19.3,25.0,100.33,Clear,"2012-07-18 03:00:00",17.2,88,9.0
4798,19.4,25.0,101.06,Clear,"2012-07-18 21:00:00",9.9,54,11.0
4799,17.5,25.0,101.06,Clear,"2012-07-18 22:00:00",10.3,63,11.0
4800,15.7,25.0,101.09,Clear,"2012-07-18 23:00:00",10.7,72,7.0
4801,14.4,25.0,101.14,Clear,"2012-07-19 00:00:00",10.9,79,4.0
4802,14.2,25.0,101.11,Clear,"2012-07-19 01:00:00",11.1,82,7.0
4803,14.6,25.0,101.11,Clear,"2012-07-19 02:00:00",10.6,77,6.0
4804,13.8,25.0,101.09,Clear,"2012-07-19 03:00:00",10.5,80,7.0
4808,16.7,48.3,101.27,Clear,"2012-07-19 07:00:00",9.7,63,11.0
4825,17.2,25.0,101.45,Clear,"2012-07-20 00:00:00",9.3,60,11.0
4826,16.0,25.0,101.48,Clear,"2012-07-20 01:00:00",9.5,65,15.0
4827,14.6,25.0,101.46,Clear,"2012-07-20 02:00:00",9.8,73,11.0
4828,14.2,25.0,101.44,Clear,"2012-07-20 03:00:00",9.8,75,11.0
4829,14.4,48.3,101.49,Clear,"2012-07-20 04:00:00",9.3,71,11.0
4830,14.5,48.3,101.51,Clear,"2012-07-20 05:00:00",9.3,71,13.0
4846,19.6,25.0,101.36,Clear,"2012-07-20 21:00:00",12.0,61,0.0
4847,18.1,25.0,101.37,Clear,"2012-07-20 22:00:00",12.3,69,0.0
4848,18.2,25.0,101.36,Clear,"2012-07-20 23:00:00",12.3,68,0.0
4849,17.2,25.0,101.4,Clear,"2012-07-21 00:00:00",12.6,74,4.0
4850,17.2,25.0,101.4,Clear,"2012-07-21 01:00:00",12.4,73,0.0
4851,15.1,25.0,101.39,Clear,"2012-07-21 02:00:00",12.4,84,0.0
4852,14.0,25.0,101.37,Clear,"2012-07-21 03:00:00",12.3,89,0.0
4853,14.6,24.1,101.4,Clear,"2012-07-21 04:00:00",12.9,90,0.0
4854,14.5,48.3,101.38,Clear,"2012-07-21 05:00:00",12.5,88,4.0
4855,16.9,48.3,101.4,Clear,"2012-07-21 06:00:00",13.7,81,4.0
4856,20.0,48.3,101.43,Clear,"2012-07-21 07:00:00",15.0,73,0.0
4895,25.8,25.0,101.01,Clear,"2012-07-22 22:00:00",17.4,60,11.0
4944,18.0,25.0,100.5,Clear,"2012-07-24 23:00:00",12.5,70,17.0
4945,16.6,25.0,100.55,Clear,"2012-07-25 00:00:00",12.4,76,11.0
4946,15.8,25.0,100.56,Clear,"2012-07-25 01:00:00",12.0,78,4.0
4947,15.4,25.0,100.59,Clear,"2012-07-25 02:00:00",12.5,83,9.0
4948,15.4,25.0,100.65,Clear,"2012-07-25 03:00:00",12.5,83,11.0
4949,14.5,25.0,100.69,Clear,"2012-07-25 04:00:00",12.2,86,7.0
4950,13.8,24.1,100.71,Clear,"2012-07-25 05:00:00",12.1,89,7.0
4951,16.2,24.1,100.76,Clear,"2012-07-25 06:00:00",13.2,82,11.0
4952,17.5,24.1,100.81,Clear,"2012-07-25 07:00:00",12.2,71,13.0
4953,18.8,24.1,100.8,Clear,"2012-07-25 08:00:00",12.8,68,13.0
4954,19.6,48.3,100.79,Clear,"2012-07-25 09:00:00",12.9,65,11.0
4955,21.1,48.3,100.88,Clear,"2012-07-25 10:00:00",12.6,58,11.0
5041,18.5,25.0,101.18,Clear,"2012-07-29 00:00:00",13.7,74,9.0
5042,18.4,25.0,101.16,Clear,"2012-07-29 01:00:00",13.7,74,13.0
5043,17.7,25.0,101.16,Clear,"2012-07-29 02:00:00",12.9,73,15.0
5064,21.2,25.0,101.18,Clear,"2012-07-29 23:00:00",18.6,85,4.0
5067,20.6,25.0,101.15,Clear,"2012-07-30 02:00:00",18.6,88,6.0
5068,20.5,25.0,101.13,Clear,"2012-07-30 03:00:00",18.3,87,4.0
5073,22.4,48.3,101.31,Clear,"2012-07-30 08:00:00",16.7,70,7.0
5086,24.3,25.0,101.0,Clear,"2012-07-30 21:00:00",16.9,63,11.0
5087,23.8,25.0,101.0,Clear,"2012-07-30 22:00:00",17.6,68,9.0
5092,20.1,25.0,101.02,Clear,"2012-07-31 03:00:00",16.1,78,13.0
5096,22.6,48.3,101.03,Clear,"2012-07-31 07:00:00",18.2,76,9.0
5097,24.2,48.3,101.02,Clear,"2012-07-31 08:00:00",18.5,71,9.0
5114,21.0,25.0,100.54,Clear,"2012-08-01 01:00:00",19.6,92,4.0
5142,21.3,24.1,100.55,Clear,"2012-08-02 05:00:00",19.6,90,7.0
5143,21.7,48.3,100.55,Clear,"2012-08-02 06:00:00",19.6,88,15.0
5169,24.1,24.1,100.87,Clear,"2012-08-03 08:00:00",18.5,71,13.0
5178,28.0,48.3,101.14,Clear,"2012-08-03 17:00:00",16.0,48,20.0
5179,27.2,48.3,101.18,Clear,"2012-08-03 18:00:00",16.1,51,11.0
5180,25.5,48.3,101.24,Clear,"2012-08-03 19:00:00",15.6,54,7.0
5181,23.9,24.1,101.31,Clear,"2012-08-03 20:00:00",15.7,60,6.0
5182,22.0,25.0,101.39,Clear,"2012-08-03 21:00:00",15.9,68,6.0
5183,23.3,25.0,101.42,Clear,"2012-08-03 22:00:00",15.3,61,9.0
5184,23.1,25.0,101.49,Clear,"2012-08-03 23:00:00",15.2,61,4.0
5185,21.3,25.0,101.51,Clear,"2012-08-04 00:00:00",15.3,69,9.0
5196,28.3,24.1,101.69,Clear,"2012-08-04 11:00:00",18.0,54,17.0
5197,30.1,25.0,101.62,Clear,"2012-08-04 12:00:00",19.2,52,9.0
5198,31.2,24.1,101.56,Clear,"2012-08-04 13:00:00",18.1,46,11.0
5199,32.0,24.1,101.48,Clear,"2012-08-04 14:00:00",18.3,44,17.0
5200,32.8,24.1,101.39,Clear,"2012-08-04 15:00:00",18.8,44,17.0
5201,32.5,24.1,101.34,Clear,"2012-08-04 16:00:00",18.5,44,15.0
5202,32.5,24.1,101.32,Clear,"2012-08-04 17:00:00",19.8,47,13.0
5205,29.2,24.1,101.23,Clear,"2012-08-04 20:00:00",18.7,53,19.0
5208,26.2,25.0,101.27,Clear,"2012-08-04 23:00:00",18.6,63,17.0
5209,25.7,25.0,101.24,Clear,"2012-08-05 00:00:00",19.0,67,19.0
5210,25.1,25.0,101.19,Clear,"2012-08-05 01:00:00",19.2,70,19.0
5211,24.2,25.0,101.16,Clear,"2012-08-05 02:00:00",19.3,74,19.0
5232,23.1,25.0,100.58,Clear,"2012-08-05 23:00:00",17.4,70,30.0
5233,21.7,25.0,100.67,Clear,"2012-08-06 00:00:00",13.7,60,24.0
5235,19.6,25.0,100.77,Clear,"2012-08-06 02:00:00",13.7,69,22.0
5236,18.7,25.0,100.79,Clear,"2012-08-06 03:00:00",13.2,70,22.0
5237,17.7,25.0,100.86,Clear,"2012-08-06 04:00:00",13.3,75,13.0
5238,16.6,48.3,100.95,Clear,"2012-08-06 05:00:00",13.3,81,9.0
5239,18.0,48.3,101.01,Clear,"2012-08-06 06:00:00",13.8,76,13.0
5252,21.6,48.3,101.02,Clear,"2012-08-06 19:00:00",12.8,57,9.0
5253,22.1,25.0,101.03,Clear,"2012-08-06 20:00:00",13.5,58,9.0
5254,21.7,25.0,101.03,Clear,"2012-08-06 21:00:00",14.5,64,9.0
5255,20.1,25.0,101.04,Clear,"2012-08-06 22:00:00",15.6,75,13.0
5256,20.6,25.0,101.05,Clear,"2012-08-06 23:00:00",15.1,71,11.0
5257,19.6,25.0,101.04,Clear,"2012-08-07 00:00:00",16.0,80,13.0
5258,19.3,25.0,101.02,Clear,"2012-08-07 01:00:00",15.6,79,17.0
5259,18.9,25.0,100.99,Clear,"2012-08-07 02:00:00",14.8,77,19.0
5260,18.2,25.0,100.96,Clear,"2012-08-07 03:00:00",15.3,83,13.0
5261,18.5,25.0,100.95,Clear,"2012-08-07 04:00:00",15.5,83,11.0
5262,16.6,48.3,100.99,Clear,"2012-08-07 05:00:00",15.0,90,7.0
5263,17.9,48.3,101.02,Clear,"2012-08-07 06:00:00",15.3,85,6.0
5284,17.4,12.9,100.92,Clear,"2012-08-08 03:00:00",17.1,98,4.0
5285,17.2,16.1,100.97,Clear,"2012-08-08 04:00:00",16.9,98,4.0
5287,18.1,24.1,101.03,Clear,"2012-08-08 06:00:00",17.3,95,0.0
5288,19.3,48.3,101.09,Clear,"2012-08-08 07:00:00",17.4,89,6.0
5401,21.3,25.0,100.68,Clear,"2012-08-13 00:00:00",17.3,78,22.0
5402,20.9,25.0,100.68,Clear,"2012-08-13 01:00:00",17.5,81,15.0
5470,20.4,25.0,100.7,Clear,"2012-08-15 21:00:00",15.9,75,6.0
5473,18.9,25.0,100.76,Clear,"2012-08-16 00:00:00",16.2,84,9.0
5491,24.9,24.1,100.49,Clear,"2012-08-16 18:00:00",14.4,52,7.0
5498,21.1,25.0,100.47,Clear,"2012-08-17 01:00:00",17.3,79,11.0
5499,18.9,25.0,100.44,Clear,"2012-08-17 02:00:00",16.5,86,4.0
5500,18.7,25.0,100.37,Clear,"2012-08-17 03:00:00",16.3,86,0.0
5502,17.6,25.0,100.3,Clear,"2012-08-17 05:00:00",15.3,86,7.0
5522,17.7,25.0,100.51,Clear,"2012-08-18 01:00:00",11.3,66,9.0
5541,18.6,25.0,100.88,Clear,"2012-08-18 20:00:00",7.9,50,7.0
5542,15.9,25.0,100.88,Clear,"2012-08-18 21:00:00",8.6,62,6.0
5544,16.6,25.0,100.91,Clear,"2012-08-18 23:00:00",10.2,66,0.0
5545,16.0,25.0,100.96,Clear,"2012-08-19 00:00:00",11.5,75,9.0
5546,16.6,25.0,100.98,Clear,"2012-08-19 01:00:00",9.9,65,13.0
5547,16.3,25.0,100.96,Clear,"2012-08-19 02:00:00",11.2,72,13.0
5548,15.8,25.0,100.94,Clear,"2012-08-19 03:00:00",11.2,74,11.0
5549,13.3,25.0,100.94,Clear,"2012-08-19 04:00:00",10.9,85,7.0
5553,17.5,48.3,101.06,Clear,"2012-08-19 08:00:00",13.3,76,15.0
5567,17.6,25.0,100.79,Clear,"2012-08-19 22:00:00",11.6,68,0.0
5571,15.3,25.0,100.75,Clear,"2012-08-20 02:00:00",13.5,89,0.0
5578,20.2,48.3,100.78,Clear,"2012-08-20 09:00:00",13.9,67,11.0
5585,24.4,24.1,100.56,Clear,"2012-08-20 16:00:00",10.4,41,13.0
5589,18.4,25.0,100.75,Clear,"2012-08-20 20:00:00",9.4,56,9.0
5632,25.7,48.3,101.33,Clear,"2012-08-22 15:00:00",10.9,39,20.0
5638,22.5,25.0,101.29,Clear,"2012-08-22 21:00:00",14.2,59,15.0
5648,20.3,24.1,101.37,Clear,"2012-08-23 07:00:00",15.9,76,19.0
5661,21.8,25.0,101.41,Clear,"2012-08-23 20:00:00",16.1,70,7.0
5673,20.7,24.1,101.8,Clear,"2012-08-24 08:00:00",13.0,61,7.0
5699,26.4,48.3,101.97,Clear,"2012-08-25 10:00:00",16.6,55,7.0
5702,30.1,48.3,101.84,Clear,"2012-08-25 13:00:00",16.7,45,11.0
5710,25.3,25.0,101.76,Clear,"2012-08-25 21:00:00",17.1,60,11.0
5711,23.9,25.0,101.8,Clear,"2012-08-25 22:00:00",17.3,67,9.0
5712,24.0,25.0,101.83,Clear,"2012-08-25 23:00:00",18.0,69,9.0
5713,22.1,25.0,101.85,Clear,"2012-08-26 00:00:00",18.0,78,11.0
5714,22.4,25.0,101.89,Clear,"2012-08-26 01:00:00",18.4,78,6.0
5715,23.4,25.0,101.9,Clear,"2012-08-26 02:00:00",16.9,67,7.0
5716,23.5,25.0,101.91,Clear,"2012-08-26 03:00:00",16.9,66,15.0
5717,23.2,25.0,101.95,Clear,"2012-08-26 04:00:00",16.9,68,7.0
5718,21.2,24.1,102.02,Clear,"2012-08-26 05:00:00",16.9,76,6.0
5719,20.9,24.1,102.06,Clear,"2012-08-26 06:00:00",17.2,79,0.0
5720,22.9,24.1,102.1,Clear,"2012-08-26 07:00:00",17.1,70,9.0
5785,12.0,25.0,101.06,Clear,"2012-08-29 00:00:00",8.2,78,7.0
5788,11.0,25.0,101.06,Clear,"2012-08-29 03:00:00",7.7,80,9.0
5789,10.5,25.0,101.06,Clear,"2012-08-29 04:00:00",7.6,82,7.0
5790,10.5,48.3,101.07,Clear,"2012-08-29 05:00:00",7.9,84,7.0
5791,12.0,48.3,101.1,Clear,"2012-08-29 06:00:00",8.9,81,9.0
5792,16.0,48.3,101.13,Clear,"2012-08-29 07:00:00",8.1,59,19.0
5793,18.0,48.3,101.13,Clear,"2012-08-29 08:00:00",7.4,50,20.0
5794,19.6,48.3,101.11,Clear,"2012-08-29 09:00:00",7.9,47,22.0
5795,20.7,48.3,101.09,Clear,"2012-08-29 10:00:00",8.1,44,20.0
5796,21.9,48.3,101.07,Clear,"2012-08-29 11:00:00",8.5,42,22.0
5798,23.5,48.3,100.98,Clear,"2012-08-29 13:00:00",7.9,37,32.0
5799,24.7,48.3,100.92,Clear,"2012-08-29 14:00:00",8.3,35,20.0
5803,22.5,48.3,100.87,Clear,"2012-08-29 18:00:00",6.9,36,19.0
5804,21.7,48.3,100.89,Clear,"2012-08-29 19:00:00",6.7,38,15.0
5805,19.7,25.0,100.92,Clear,"2012-08-29 20:00:00",7.1,44,9.0
5806,19.7,25.0,100.93,Clear,"2012-08-29 21:00:00",7.3,45,15.0
5807,19.5,25.0,100.93,Clear,"2012-08-29 22:00:00",8.7,50,22.0
5808,18.3,25.0,100.97,Clear,"2012-08-29 23:00:00",9.9,58,20.0
5809,17.5,25.0,100.96,Clear,"2012-08-30 00:00:00",10.6,64,19.0
5810,17.0,25.0,100.92,Clear,"2012-08-30 01:00:00",11.5,70,11.0
5813,15.1,25.0,100.96,Clear,"2012-08-30 04:00:00",11.8,81,15.0
5833,23.4,25.0,100.55,Clear,"2012-08-31 00:00:00",14.5,57,33.0
5856,20.8,25.0,100.84,Clear,"2012-08-31 23:00:00",12.9,61,11.0
5861,16.3,25.0,101.21,Clear,"2012-09-01 04:00:00",12.8,80,11.0
5866,20.4,48.3,101.59,Clear,"2012-09-01 09:00:00",8.8,47,15.0
5867,22.0,48.3,101.6,Clear,"2012-09-01 10:00:00",8.5,42,20.0
5869,23.2,48.3,101.57,Clear,"2012-09-01 12:00:00",7.0,35,13.0
5870,23.6,48.3,101.54,Clear,"2012-09-01 13:00:00",7.0,34,6.0
5871,23.5,48.3,101.47,Clear,"2012-09-01 14:00:00",6.7,34,7.0
5872,24.3,48.3,101.44,Clear,"2012-09-01 15:00:00",7.3,34,7.0
5873,24.2,48.3,101.43,Clear,"2012-09-01 16:00:00",7.0,33,4.0
5874,24.0,48.3,101.39,Clear,"2012-09-01 17:00:00",6.6,33,7.0
5875,22.7,48.3,101.41,Clear,"2012-09-01 18:00:00",8.4,40,9.0
5876,20.9,48.3,101.45,Clear,"2012-09-01 19:00:00",8.3,44,6.0
5877,18.8,25.0,101.46,Clear,"2012-09-01 20:00:00",9.9,56,11.0
5878,18.5,25.0,101.47,Clear,"2012-09-01 21:00:00",7.6,49,7.0
5879,17.5,25.0,101.46,Clear,"2012-09-01 22:00:00",9.2,58,6.0
5881,16.1,25.0,101.47,Clear,"2012-09-02 00:00:00",9.0,63,4.0
5882,14.0,25.0,101.47,Clear,"2012-09-02 01:00:00",9.3,73,4.0
5883,13.5,25.0,101.47,Clear,"2012-09-02 02:00:00",9.5,77,4.0
5901,21.2,25.0,101.52,Clear,"2012-09-02 20:00:00",8.5,44,9.0
5904,18.7,25.0,101.57,Clear,"2012-09-02 23:00:00",9.8,56,4.0
5905,17.5,25.0,101.6,Clear,"2012-09-03 00:00:00",10.2,62,7.0
5909,13.4,25.0,101.63,Clear,"2012-09-03 04:00:00",11.0,85,6.0
5997,22.5,25.0,100.47,Clear,"2012-09-06 20:00:00",16.8,70,11.0
6001,18.1,24.1,100.62,Clear,"2012-09-07 00:00:00",14.8,81,4.0
6002,18.7,25.0,100.62,Clear,"2012-09-07 01:00:00",14.5,77,4.0
6004,18.5,25.0,100.68,Clear,"2012-09-07 03:00:00",14.5,78,6.0
6005,18.3,25.0,100.68,Clear,"2012-09-07 04:00:00",14.2,77,6.0
6054,11.5,25.0,100.44,Clear,"2012-09-09 05:00:00",9.5,88,11.0
6093,10.9,25.0,101.54,Clear,"2012-09-10 20:00:00",5.7,70,7.0
6094,9.8,25.0,101.55,Clear,"2012-09-10 21:00:00",6.0,77,6.0
6095,9.7,25.0,101.56,Clear,"2012-09-10 22:00:00",5.9,77,7.0
6096,9.3,25.0,101.56,Clear,"2012-09-10 23:00:00",6.4,82,7.0
6097,8.4,25.0,101.57,Clear,"2012-09-11 00:00:00",6.2,86,9.0
6098,8.4,25.0,101.58,Clear,"2012-09-11 01:00:00",6.3,87,9.0
6099,8.4,25.0,101.6,Clear,"2012-09-11 02:00:00",6.9,90,9.0
6100,9.1,25.0,101.64,Clear,"2012-09-11 03:00:00",7.3,88,7.0
6101,9.2,25.0,101.7,Clear,"2012-09-11 04:00:00",6.8,85,4.0
6102,6.9,25.0,101.75,Clear,"2012-09-11 05:00:00",5.6,91,0.0
6118,19.1,25.0,101.76,Clear,"2012-09-11 21:00:00",12.9,67,15.0
6119,18.4,25.0,101.78,Clear,"2012-09-11 22:00:00",12.0,66,17.0
6120,17.8,25.0,101.8,Clear,"2012-09-11 23:00:00",11.9,68,15.0
6121,17.5,25.0,101.82,Clear,"2012-09-12 00:00:00",10.6,64,17.0
